medal_date,medal_type,medal_code,name_x,gender_x,country_code_x,country_x,country_long_x,nationality_x,team,team_gender,discipline,event,event_type,url_event,birth_date_x,code_athlete,code_team,name_y,name_short,name_tv,gender_y,function,country_code_y,country_y,country_long_y,nationality_y,nationality_full,nationality_code,height,weight,disciplines,events,birth_date_y,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
2024-08-03,Bronze Medal,3.0,SCHIMIDT Guilherme,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,2000-11-06,1953799,JUDXTEAM6---BRA01,SCHIMIDT Guilherme,SCHIMIDT G,Guilherme SCHIMIDT,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Judo'],"['Men -81 kg', 'Mixed Team']",2000-11-06,BRAS?LIA,Brazil,BELO HORIZONTE,Brazil,Tesouro,Playing video games,Military athlete,Projection College,"Father, Carlos Groberio. Mother, Deuselia de Sales Ferreira",Portuguese,National: Antonio Carlos Kiko (BRA),For discipline,"Judoka Luciano Correia (BRA), two-time world championship -100kg medallist (2007 gold, 2005 bronze), three-time Pan American Games -100kg medallist (two gold, one bronze).</p><p>Judoka Ketleyn Quadros (BRA), 2008 Olympic -57kg bronze medallist, 2021 World Championships bronze medallist (mixed team), two-time 2023 Pan American Games medallist (mixed team silver, -63kg bronze).</p><p>Judoka Erika Miranda (BRA), two-time Olympian (2012, 2016), six-time world championship medallist (two silver, four bronze), three-time Pan American Games medallist (one gold, two silver)",His mother,,"""To be an Olympic and world champion, and to leave my legacy for the next generation."" (Athlete, 11 Jun 2024)",Lucky underwear,
2024-08-03,Bronze Medal,3.0,GONCALVES Leonardo,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1996-03-01,1953816,JUDXTEAM6---BRA01,GONCALVES Leonardo,GONCALVES L,Leonardo GONCALVES,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Judo'],"['Men -100 kg', 'Mixed Team']",1996-03-01,IGUAPE,Brazil,PORTO ALEGRE,Brazil,Iguape,Training and Jiu Jitsu,,,"Wife, Evelise. One daughter, Lara (born 2021)",Portuguese,Antonio Carlos Pereira ('Kiko'),His sister did judo and he wanted to do it too,"Racing car driver Ayrton Senna (BRA), three-time Formula One champion (1988, 1990, 1991)",,,,,
2024-08-03,Bronze Medal,3.0,SILVA Rafael,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1987-05-11,1953836,JUDXTEAM6---BRA01,SILVA Rafael,SILVA R,Rafael SILVA,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Judo'],"['Men +100 kg', 'Mixed Team']",1987-05-11,CAMPO GRANDE / MATO GROSSO DO SUL,Brazil,SAO PAULO,Brazil,Baby (after a character in the US television series 'Dinosaurs'),"Reading, horses, computer games",Athlete,,"Wife, Bruna Luisa","English, Portuguese",Club: Leandro Guilheiro (BRA).<br>National: Antonio Carlos Pereira (BRA),"He tried karate because he has always liked Eastern philosophy. The classes in his city were then cancelled, so he transferred to judo. Started sports in general for health reasons","Racing car driver Ayrton Senna (BRA), three-time Formula One champion (1988, 1990, 1991).</p><p>Mixed martial arts athlete Anderson Silva (BRA), former Ultimate Fighting Championships (UFC) middleweight champion, holds the record for the longest title reign in UFC history from 2006 to 2013 (2457 days)","His grandfather. ""He always motivated me and served as an example at home."" (Athlete, 25 Jun 2024)","""Do your best and inspire people to do the same."" (Athlete, 25 Jun 2024)",,Watches the 'Senna' documentary the day before competition. Listens to music and reads to relax,
2024-08-03,Bronze Medal,3.0,HUH Mimi,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2002-12-19,1928067,JUDXTEAM6---KOR01,HUH Mimi,HUH M,HUH Mimi,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Women -57 kg', 'Mixed Team']",2002-12-19,,Japan,JINCHEON,Korea,"""Mimi Chan, because in Japan young girls are called Chan."" (YouTube.com, 6 May 2024)","Listening to music, particularly Ariana Grande. ""I adore her songs. I listen to those during competition."" (YouTube.com, 6 May 2024)",,Studies Sports Science at Waseda University Tokyo (JPN),"Korean father, Japanese mother. Three years ago she gave up her Japanese citizenship and moved to South Korea to train, aged 20","Japanese, Korean",Kim Mi-Jung (KOR) - Barcelona 1992 Olympic champion in -72kg class,"Her father was a judoka. ""I felt a strong desire (to follow him) and started with judo."" (YouTube.com, 6 May 2024)","Judoka An Chang-Rim (KOR), 2020 Olympic -73kg bronze medallist, three-time world championship -73kg medallist (one gold, two bronze).</p><p>Judoka Lee Joon-Hwan (KOR), two-time world championship -81kg bronze medallist (2023, 2024), 2022 Asian Games silver medallist",,"""Judo is fun and very captivating, this is why I chose judo. I will try my best to achieve better results in the future."" (YouTube.com, 6 May 2024)",,,
2024-08-03,Bronze Medal,3.0,JUNG Yerin,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1996-07-15,1940097,JUDXTEAM6---KOR01,JUNG Yerin,JUNG Y,JUNG Yerin,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Women -52 kg', 'Mixed Team']",1996-07-15,DAEGU,Korea,DAEGU,Korea,,,Athlete,,,Korean,,,,,,,,
2024-08-03,Bronze Medal,3.0,LEE Hyekyeong,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1996-01-12,1940098,JUDXTEAM6---KOR01,LEE Hyekyeong,LEE H,LEE Hyekyeong,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Women -48 kg', 'Mixed Team']",1996-01-12,ULSAN,Korea,"OSONG, NORTH CHUNGCHEONG PROVINCE",Korea,"Mir, Frog (because of her big eyes)",Cooking,,,"Father, Lee Gyu-Tae. Sister, Lee Hyejin",Korean,National: Kim Mi-Jung (KOR)  - 1992 Olympic champion (-72kg),She moved to Ulsan from Daegu (KOR) and there was a judo team at her new school. She signed up for the induction session before asking her parents,"Judoka Jeong Bo-Kyeong (KOR), 2016 Olympic -48kg silver medallist, 2015 World Championships bronze medallist","Her father, and judoka Jeong Bo-Kyeong (KOR). ""I learned a lot while training with her."" (Athlete, 18 Apr 2024)","""If I keep moving forward, I will achieve the goal I want."" (Athlete, 18 Apr 2024)",,,Kurash: Bronze medallist in the -52kg category at the 2019 World Championships
2024-08-03,Bronze Medal,3.0,KIM Jisu,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2000-12-12,1928071,JUDXTEAM6---KOR01,KIM Jisu,KIM J,KIM Jisu,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Women -63 kg', 'Mixed Team']",2000-12-12,HIMEJI,Japan,,Japan,,,Athlete,,,"Japanese, Korean",,,,,,,,
2024-08-03,Bronze Medal,3.0,KIM Hayun,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2000-01-07,1928070,JUDXTEAM6---KOR01,KIM Hayun,KIM H,KIM Hayun,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Women +78 kg', 'Mixed Team']",2000-01-07,BUSAN,Korea,ANSAN,Korea,,"Watching YouTube, playing with Lego",Athlete,Graduated in 2022 from Korea National Sport University (KOR),,Korean,National: Lee Hyunkyung (KOR),Her school gym teacher suggested she try judo,"Judoka Cho Gu-Ham (KOR), 2020 Olympic -100kg silver medalist, 2018 World champion","His father. ""When I see him, he does everything perfectly and I learn a lot from him."" (Athlete, 11 May 2024)",,,She prays before each match,
2024-08-03,Bronze Medal,3.0,YOON Hyunji,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1994-02-14,1928082,JUDXTEAM6---KOR01,YOON Hyunji,YOON H,YOON Hyunji,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Women -78 kg', 'Mixed Team']",1994-02-14,POCHEON,Korea,YONGIN,Korea,Yoon Tiger,"Reading, cleaning",,Physical Education at Yongin Graduate School (KOR),"Father, Seong-hwan Yoon. Mother, Mi-sook Kang, Siblings: Ye-ji Yoon, Je-hwang Jeong",Korean,National: Kim Mi-Jung (KOR) - 1992 Olympic champion (-72kg),She thought it looked interesting,,"Coaches, Lee Yong-Ho (KOR) and Lee Hyun-Kyung (KOR)","""You grow when you do things you don't want to do."" (Athlete, 6 Jun 2024)",,,
2024-08-03,Bronze Medal,3.0,AN Baul,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1994-03-25,1928064,JUDXTEAM6---KOR01,AN Baul,AN B,AN Baul,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Men -66 kg', 'Mixed Team']",1994-03-25,SEOUL,Korea,SEOUL,Korea,,,Athlete,Yong In University (KOR),Married. One child,Korean,Bang Gui-Man (KOR),His uncle suggested the sport to him and he enjoyed it from the start,"Judoka Choi Min-Ho (KOR), two-time Olympic -60kg medallist (2008 gold, 2004 bronze), two-time world championship medallist (2003 gold, 2007 bronze). His former coach",Former coach Choi Min-Ho,,,"""I pray before I compete."" (Athlete, 19 Apr 2024)",
2024-08-03,Bronze Medal,3.0,KIM Won Jin,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1992-05-01,1928074,JUDXTEAM6---KOR01,KIM Won Jin,KIM WJ,KIM Won Jin,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Men -60 kg', 'Mixed Team']",1992-05-01,,Korea,,Korea,,,"Armed services, athlete","Coaching - Yong In University (Yongin, KOR)",,Korean,,,"Judoka Choi Min-Ho (KOR), two-time Olympic -60kg medallist (2008 gold, 2004 bronze), two-time world championship medallist (2003 gold, 2007 bronze)",,,,,
2024-08-03,Bronze Medal,3.0,HAN Juyeo,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1999-04-21,1928066,JUDXTEAM6---KOR01,HAN Juyeo,HAN J,HAN Juyeo,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Men -90 kg', 'Mixed Team']",1999-04-21,CHEORWON,Korea,SEOUL,Korea,,"Listening to music - likes Royal44, Korean music",Athlete,Graduated March 2022 at Yong In University (KOR),Parents and one older sister,"English, Korean",Club: Kim Gun-Woo (KOR).</p><p>National: Hwang Hee-Tae (KOR),,"Judoka Tato Grigalashvili (GEO), 2020 Olympian, three-time world championship -81kg medallist (three gold, one silver), four-time European championship -81kg medallist (three gold, one silver)",2018 World Champion An Chang-Rim (KOR),"""Have a strong mental attitude."" (Athlete, 5 Jul 2024)",,,
2024-08-03,Bronze Medal,3.0,LEE Joonhwan,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2002-06-19,1928079,JUDXTEAM6---KOR01,LEE Joonhwan,LEE J,LEE Joonhwan,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Men -81 kg', 'Mixed Team']",2002-06-19,"GUMI, GYEONGSANGBUK-DO",Korea,AN SAN,Korea,Korean Thunder,"Watching judo competitions, playing PC games",Student,Fourth-year undergraduate student at Yong In University (KOR),"Sisters, Rebecca and Leanne. Brother, Jun Hyun","Japanese, Korean",National: Hwang Hee-Tae (KOR),"He wanted to learn martial arts for self-defence, and his father encouraged him to pursue judo seriously. ""I claimed a victory at a competition and received a bag of<br>rice as a prize. At that time my father was very happy, and that's why I decided to become a judoka."" His family later moved from Suwon (KOR) to Ansan (KOR) after he was scouted by the judo team at Gwansan Middle School. ""My whole family moved their home so I could learn judo properly. I started judo with the sacrifice and support of my family."" (Athlete, 19 Apr 2024)",,"His father, Lee Seok-Young",,,,
2024-08-03,Bronze Medal,3.0,KIM Minjong,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2000-09-01,1928072,JUDXTEAM6---KOR01,KIM Minjong,KIM M,KIM Minjong,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0.0,['Judo'],"['Men +100 kg', 'Mixed Team']",2000-09-01,SEOUL,Korea,SEOUL,Korea,,,Student,"Studied Coaching at Yong In University (Yongin, KOR)",,Korean,National: Sung-Ho Jang (KOR),,,,,,,
2024-08-03,Gold Medal,1.0,CARNEGIE Sholto,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-02-28,1901045,ROWMCOXED8--GBR01,CARNEGIE Sholto,CARNEGIE S,Sholto CARNEGIE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1995-02-28,WESTMINSTER,Great Britain,OXFORD,Great Britain,,"Cycling, visiting art galleries, surfing","Athlete, consultant","Received a Bachelor's degree in Economics in 2018 from Yale University (New Haven, CT, USA)","Father, Rory. Mother, Miranda. Sister, Cloudy. Brother, Lorcan",English,National: Paul Stannard (GBR).<br>Club: Mathew Beechey (GBR),"Was involved in football and running as a child but was inspired to take up rowing by his sister, who competed in the sport at the junior international level",,"His sister Cloudy, whose success motivated him to start rowing",,"Sister, Cloudy Carnegie (rowing), claimed a bronze medal in pairs and silver in the women's eight at the 2011 British Championships and also won the junior coxed four at Henley Regatta in 2010",,
2024-08-03,Gold Medal,1.0,GIBBS Rory,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1994-04-03,1901068,ROWMCOXED8--GBR01,GIBBS Rory,GIBBS R,Rory GIBBS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1994-04-03,,Cyprus,,,Gibbsy,"Watching films, cooking, exploring the outdoors","Athlete, personal trainer and fitness coach",Received a Master's degree in Business Management from Oxford Brookes University (GBR),,English,National: Paul Stannard (GBR).<br>Club: Henry Bailhache-Webb (GBR),Payed rugby when he was younger but decided to switch to rowing due to repeated knee injuries,,"His club coach Henry Bailhache-Webb, and his father","""You don't need to be the best, you just need to do your best."" (myInfo)",,He listens to hype music before racing,"Athletics: Competed at national level in the 100m, 200m and 400m"
2024-08-03,Gold Medal,1.0,BOLDING Morgan,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-05-13,1901036,ROWMCOXED8--GBR01,BOLDING Morgan,BOLDING M,Morgan BOLDING,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1995-05-13,,,,,,"Golf, tennis, cooking",Athlete,Received a Bachelor's degree in Real Estate in 2018 from Oxford Brookes University (GBR),,English,National: Paul Stannard (GBR).<br>Club: Henry Bailhache-Webb (GBR),"Got into rowing through his uncle, who coached at the local club and would take him out on the water as a child",,,,,,
2024-08-03,Gold Medal,1.0,DAWSON Jacob,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1993-11-02,1901051,ROWMCOXED8--GBR01,DAWSON Jacob,DAWSON J,Jacob DAWSON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1993-11-02,GOSPORT,Great Britain,PLYMOUTH,Great Britain,,"Cooking, fine art, hiking, skiing, woodwork",Athlete,"Received a Bachelor of Arts in Geography in 2016 from the University of Washington (Seattle, USA)","Father, Nick. Mother, Annette. Brother, William. Sister, Donna","English, German",National: Paul Stannard (GBR).<br>Club: Mathew Beechey (GBR),,"Rugby union player Martin Johnson (GBR), captain of England’s 2003 World Cup-winning team and the first man to lead the British and Irish Lions on two tours. Widely regarded as one of the greatest locks to have played the game",,"""It's not sacrifice if you're expecting something back."" (myInfo)",,,
2024-08-03,Gold Medal,1.0,ELWES Charles,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-07-15,1901062,ROWMCOXED8--GBR01,ELWES Charles,ELWES C,Charles ELWES,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1997-07-15,RANDBURG,South Africa,LONDON,Great Britain,Charlie,"Playing the piano, surfing, cycling, travelling",Athlete,"Received a Bachelor's degree in Political Science and Government in 2019 from Yale University (New Haven, CT, USA) and then studied Medical Ethics at Oxford University (GBR)","Father, Hugh. Mother, Pernille. Brother, Freddie",English,National: Paul Stannard (GBR).<br>Club: Mathew Beechey (GBR),"“I was pretty bad in other sports in middle school, and in high school, I was pretty horrible at all things ball-based. I didn’t have any hand-eye coordination. I figured I was big, tall, strong, so I picked up an oar, and it took me about a season to get good.” (nhregister.com, 8 Jun 2019)",,,,"Brother, Freddie Elwes (rowing), crewed collegiately for Yale University (USA)",,
2024-08-03,Gold Medal,1.0,DIGBY Tom,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1998-07-23,1901056,ROWMCOXED8--GBR01,DIGBY Tom,DIGBY T,Tom DIGBY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1998-07-23,,,HENLEY-ON-THAMES,Great Britain,,,Athlete,"Received a Bachelor's degree in Astronomy and Astrophysics in 2020 from Yale University (New Haven, CT, USA) and then a Master's in Energy Economics and Finance from the University of Aberdeen (GBR)","Partner, Kesiah Roe. Father, Nick Gardener. Mother, Julie (deceased 2023). Younger brother, Edward",English,National: Paul Stannard (GBR).<br>Club: Henry Bailhache-Webb (GBR),"Digby was inspired to start rowing after watching Team GB at London 2012, so he took a rowing course prior to starting secondary school. “I was so unathletic growing up - I was big and fat but strong. I did the course because rowing was something I had to try, and having done it, I got a head start on some of my peers.” (henleystandard.co.uk, 4 Jul 2019)",,,,"Partner, Kesiah Roe (rowing), was part of the University of London BC crew that won gold in quadruple sculls at the 2017 European University Games and she also vied for a spot on GBR's youth squad",,
2024-08-03,Gold Medal,1.0,RUDKIN James,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1994-07-07,1901089,ROWMCOXED8--GBR01,RUDKIN James,RUDKIN J,James RUDKIN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1994-07-07,NORTHAMPTON,Great Britain,,,,"Watching TV, Italian cuisine",Athlete,Received a Bachelor's degree in History and Politics and then a Master's in History from Newcastle University (GBR),"Father, Andrew","English, French",National: Paul Stannard (GBR).<br>Club: Angelo Savarino (ITA),His father was a rower and encouraged him to take up the sport,,"His father. ""He coached me, has inspired me and got me into the sport. I’ve taken from him the enjoyment of the sport. I’m where I am because I love rowing, I don’t ever feel bored, I love every minute of it, even the bad bits are awesome - they just make me want to come back stronger and perform better."" (The Corinthian, March 2021)","""Keep going through the dark times. Good days will come."" (myInfo)","Father, Andrew Rudkin (rowing), finished fourth in the single sculls B final at the 1981 Match des Seniors (now the U23 world championships) and has raced to victory in four Henley Royal Regatta sculls events",,
2024-08-03,Gold Medal,1.0,FORD Tom,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1992-10-03,1901064,ROWMCOXED8--GBR01,FORD Tom,FORD T,Tom FORD,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1992-10-03,HOLMES CHAPEL,Great Britain,HENLEY-ON-THAMES,Great Britain,,"Spending time with friends, reading, watching television, horticulture, playing the board game Settlers of Catan, cycling",Athlete,Received a Bachelor's degree in Geography and Town Planning and a Master's degree in International Marketing from Newcastle University (GBR),"Fiancee, Rosie Rust. Father, Paul. Mother, Christine. Twin older brothers, John and Edward. Younger sister, Emily",English,National: Paul Stannard (GBR).<br>Club: Mathew Beechey (GBR),Followed his older brothers into the sport,"Boxer Anthony Joshua (GBR), 2012 Olympic super heavyweight champion, multiple world professional champion - IBF heavyweight (2016-2019), WBA super heavyweight (2017-2019), WBO heavyweight (2018-2019).</p><p>Rower Steve Redgrave (GBR), six-time Olympic medallist (five consecutive gold from 1984-2000, 1988 bronze), 12-time world championship medallist (nine gold, two silver, one bronze).</p><p>Rugby union player Jonny Wilkinson (GBR), 2003 World Cup winner with England, kicking the drop-goal that clinched victory in the final. Retired as England’s all-time leading points scorer with 1179 points from 91 Tests",,,"Sister, Emily Ford (rowing), represented Great Britain in the eight at Tokyo 2020, finishing in seventh place. At the European championships, she has won three silver medals - in the eight (2022, 2023) and women's pairs (2022). </p><p>Brother, Edward Ford (rowing), crewed for Newcastle University and won the open coxed four (with Thomas) at the 2012 national championships after taking the bronze medal the previous year. He and twin brother John won three junior national titles in double sculls. </p><p>Brother, John Ford (rowing), rowed for Durham University, finishing in second behind his brothers in coxed fours at the 2012 national championships. He and twin brother Edward won three junior national titles in double sculls. </p><p>Fiancee, Rosie Rust (rowing), competed collegiately for Newcastle University, winning the university eight at the national championships in 2012 and finishing second in 2013",,
2024-08-03,Gold Medal,1.0,BRIGHTMORE Harry,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1994-07-01,1901041,ROWMCOXED8--GBR01,BRIGHTMORE Harry,BRIGHTMORE H,Harry BRIGHTMORE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1994-07-01,,,,,,,Athlete,Received a Bachelor's degree in Art History in 2017 from Oxford Brookes University,"Fiancee, Ani Cook",English,National: Paul Stannard (GBR).<br>Club: Henry Bailhache-Webb (GBR),Played football from the age of six but as a teenager found himself too small to stay competitive. He attended a summer camp to find a new sport to specialise in and the head of rowing singled him out to cox based on his stature,,,“Control the controllables.” (britishrowing.org),,,
2024-08-03,Silver Medal,2.0,RIENKS Ralf,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-09-23,1965596,ROWMCOXED8--NED01,RIENKS Ralf,RIENKS R,Ralf RIENKS,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1997-09-23,OUDERKERK AAN DE AMSTEL,Netherlands,DELFT,Netherlands,,,Athlete,Studied Clinical Technology at the University of Delft (NED),"Father, Nicolaas. Mother, Harriet van Ettekoven. Older brother, Rik","Dutch, English",National: Eelco Meenhorst (NED),He followed his brother into the sport after he gave up high-level tennis and watched Rik compete at the junior world championships,,,,"Father, Nicolaas 'Nico' Rienks (rowing), won two Olympic gold medals (double sculls - 1988, men's eight -1996), as well as a bronze in double sculls in 1992. A four-time world championships medallist, he won gold in double sculls in 1991. </p><p>Mother, Harriet van Ettekoven (rowing), Olympic bronze medallist with the Dutch eight in 1984 and finished fourth in three other appearances. She also won her lone world title in 1991, in single sculls.</p><p>Brother, Rik Rienks (rowing), world championships bronze medallist, two-time European championships medallist (one silver, one bronze)",,
2024-08-03,Silver Medal,2.0,MOLENAAR Olav,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1999-03-28,1965587,ROWMCOXED8--NED01,MOLENAAR Olav,MOLENAAR O,Olav MOLENAAR,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1999-03-28,ZAANSTAD,Netherlands,SANTPOORT NOORD,Netherlands,,"Drinking coffee, spending time with friends",Athlete,"Received a Bachelor's degree in Political Economy from the University of California (Berkeley, USA) in 2022","Father, Johan. Mother, Joy Molenaar-Bolland","Dutch, English","National: Eelco Meenhorst (NED).<br>Club: Steffen de Vries (NED), Peter Wiersum (NED)",There have been rowers in his family going back generations,,,,,,
2024-08-03,Silver Medal,2.0,de GRAAF Sander,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-06-13,1965601,ROWMCOXED8--NED01,de GRAAF Sander,de GRAAF S,Sander de GRAAF,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Rowing'],"[""Men's Eight""]",1995-06-13,MADE,Netherlands,AMSTERDAM,Netherlands,"De Graafmachine. ""I got this nickname because I got pretty strong on the ergometer."" (myInfo)","Playing chess, hanging out at the Vondelpark in Amsterdam","Athlete, mechanical engineer",Studied Mechanical Engineering at Eindhoven University of Technology (NED),"Partner, Anne Matena","Dutch, English, German",National: Eelco Meenhorst (NED),"""I just wanted to give the sport a try and soon found out there might be more to it. Some people from ESR Theta, a rowing club for students, saw my height and scores on the ergometer and asked me to come and row for the club."" (myInfo)",,Dutch rower Boudewijn Roell,,,He and crewmate Nelson Ritsema pass a football before rowing to help them get in sync,
